car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
Maruti Suzuki Baleno Delta 1.2,₹ 6.07 Lakh,"24,695 km",Petrol,Delhi,2019
Maruti Suzuki Celerio VXi,₹ 3.85 Lakh,"62,228 km",Petrol,Noida,2015
Honda City V Diesel,₹ 6.5 Lakh,"80,000 km",Diesel,Hyderabad,2015
Maruti Suzuki Swift VXi,₹ 3.75 Lakh,"22,500 km",Petrol,Thane,2013
Ford Classic 1.4 TDCi CLXi,₹ 3.3 Lakh,"1,06,587 km",Diesel,Hyderabad,2013
Land Rover Freelander 2 HSE SD4,₹ 9.5 Lakh,"75,000 km",Diesel,Kolkata,2012
Ford Endeavour Titanium 2.2 4x2 AT,₹ 29.95 Lakh,"28,466 km",Diesel,Mumbai,2018
Hyundai Santa Fe 2WD MT [2014-2017],₹ 10.25 Lakh,"87,642 km",Diesel,Thane,2015
Toyota Etios Liva GD,₹ 5.4 Lakh,"65,243 km",Diesel,Bangalore,2013
Volkswagen Polo Comfortline 1.2L (P),₹ 5.2 Lakh,"90,381 km",Petrol,Hyderabad,2015
Honda WR-V VX MT Diesel,₹ 8.53 Lakh,"84,439 km",Diesel,Chennai,2018
Renault Kwid CLIMBER 1.0 AMT,₹ 4.85 Lakh,"20,916 km",Petrol,Mumbai,2019
Audi A6 2.0 TFSi Technology Pack,₹ 72 Lakh,"20,000 km",Petrol,Bangalore,2021
Maruti Suzuki S-Presso VXi Plus,₹ 4.76 Lakh,70 km,Petrol,Delhi,2021
Mahindra XUV500 W11 AT,₹ 20.49 Lakh,"45,350 km",Diesel,Bangalore,2020
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 22.25 Lakh,"36,283 km",Diesel,Mumbai,2018
Maruti Suzuki Dzire ZXi Plus,₹ 7.45 Lakh,"26,450 km",Petrol,Pune,2019
Maruti Suzuki Ertiga ZXi,₹ 6.45 Lakh,"62,285 km",Petrol,Hyderabad,2013
Mahindra Thar LX 4-STR Hard Top Petrol AT,₹ 17.95 Lakh,"5,438 km",Petrol,Bangalore,2021
Toyota Corolla Altis VL AT Petrol,₹ 10.02 Lakh,"88,105 km",Petrol,Delhi,2016
Honda City SV,₹ 5.56 Lakh,"78,529 km",Petrol,Delhi,2015
Honda Jazz S MT [2015-2016],₹ 6.75 Lakh,"33,000 km",Petrol,Hyderabad,2018
Audi Q5 30 TDI Premium Edition,₹ 17.5 Lakh,"1,33,000 km",Diesel,Ahmedabad,2015
Maruti Suzuki Ciaz Delta 1.4 AT,₹ 7.49 Lakh,"53,197 km",Petrol,Bangalore,2017
Maruti Suzuki S-Cross Zeta 1.3,₹ 7.75 Lakh,"15,629 km",Diesel,Mumbai,2017
Volkswagen Vento Highline Diesel AT,₹ 6.25 Lakh,"95,860 km",Diesel,Hyderabad,2014
Maruti Suzuki Dzire VXi AMT,₹ 7.29 Lakh,"39,439 km",Petrol,Bangalore,2018
Hyundai Verna EX 1.6 CRDi [2017-2018],₹ 8.79 Lakh,"91,495 km",Diesel,Pune,2017
Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],₹ 13.69 Lakh,"1,77,700 km",Diesel,Gurgaon,2017
Maruti Suzuki Baleno Zeta,₹ 6.21 Lakh,"29,093 km",Petrol,Kolkata,2018
Ford EcoSport Titanium 1.5L Ti-VCT,₹ 8.59 Lakh,"74,280 km",Petrol,Pune,2018
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],₹ 4.3 Lakh,"22,676 km",Petrol,Delhi,2015
Honda City 1.5 V MT,₹ 3.25 Lakh,"77,000 km",Petrol,Noida,2010
Skoda Superb Style TSI AT,₹ 16.99 Lakh,"38,818 km",Petrol,Thane,2017
Hyundai Elantra 1.6 SX MT,₹ 5.65 Lakh,"66,666 km",Diesel,Mumbai,2013
Maruti Suzuki Alto LXi BS-III,₹ 2.85 Lakh,"62,000 km",Petrol,Hyderabad,2011
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 3.25 Lakh,"63,000 km",Petrol,Ahmedabad,2014
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],₹ 5.24 Lakh,"58,184 km",Petrol,Pune,2016
Ford EcoSport Trend 1.5L TDCi,₹ 3.5 Lakh,"80,600 km",Diesel,Gurgaon,2015
Volkswagen Vento Highline Petrol,₹ 8.5 Lakh,"40,912 km",Petrol,Ahmedabad,2019
Maruti Suzuki S-Presso VXi Plus,₹ 4.6 Lakh,"9,323 km",Petrol,Kolkata,2020
Mahindra Marazzo M2 8 STR,₹ 15 Lakh,"5,300 km",Diesel,Poonamallee,2022
Honda Jazz ZX,₹ 8.08 Lakh,"5,870 km",Petrol,Kolkata,2021
Honda City VX CVT,₹ 6.75 Lakh,"66,608 km",Petrol,Thane,2015
Hyundai Elite i20 Asta 1.2,₹ 7.89 Lakh,"41,068 km",Petrol,Bangalore,2018
Maruti Suzuki Ciaz Alpha 1.4 MT,₹ 8.25 Lakh,"40,532 km",Petrol,Bangalore,2017
Honda City VX CVT,₹ 7.25 Lakh,"48,146 km",Petrol,Mumbai,2015
Kia Seltos HTK Plus AT 1.5 Diesel [2020-2021],₹ 15.45 Lakh,"27,710 km",Diesel,Mumbai,2020
Maruti Suzuki Baleno Delta,₹ 5.8 Lakh,"49,000 km",Petrol,Pallikarnai,2019
Hyundai Xcent S 1.2 (O),₹ 4.25 Lakh,"11,628 km",Petrol,Kolkata,2015
Maruti Suzuki Alto K10 VXi,₹ 1.81 Lakh,"63,250 km",Petrol,Delhi,2012
Mahindra Thar LX Convertible Diesel MT,₹ 18 Lakh,"4,600 km",Diesel,Hyderabad,2022
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 24.5 Lakh,"35,531 km",Diesel,Mumbai,2019
Maruti Suzuki Ciaz Zeta 1.4 MT,₹ 10.87 Lakh,"19,586 km",Petrol,Pune,2019
Maruti Suzuki Alto K10 VXi,₹ 3.73 Lakh,"17,815 km",Petrol,Delhi,2019
Skoda Kodiaq Style 2.0 TDI 4x4 AT,₹ 28.75 Lakh,"51,000 km",Diesel,Hyderabad,2018
MG Hector Sharp 1.5 DCT Petrol [2019-2020],₹ 15.99 Lakh,"29,988 km",Petrol,Bangalore,2020
Nissan Terrano XL (D),₹ 5.7 Lakh,"1,21,000 km",Diesel,Ahmedabad,2014
Maruti Suzuki Baleno Delta 1.2,₹ 5.85 Lakh,"39,852 km",Petrol,Delhi,2018
Renault Kwid Neotech RXL,₹ 4.35 Lakh,"12,850 km",Petrol,Mumbai,2020
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],₹ 5.81 Lakh,"31,500 km",Petrol,Chennai,2018
Maruti Suzuki Alto 800 Lxi,₹ 2.05 Lakh,"35,965 km",Petrol,Kolkata,2014
Kia Sonet HTX Plus 1.0 iMT [2020-2021],₹ 10.06 Lakh,"18,169 km",Petrol,Pune,2020
Maruti Suzuki Celerio VXi,₹ 3.57 Lakh,"24,063 km",Petrol,Kolkata,2015
Mahindra Scorpio 2021 S7 140 2WD 7 STR,₹ 12.85 Lakh,"19,000 km",Diesel,Delhi,2020
Hyundai Elite i20 Sportz 1.2 [2016-2017],₹ 8.3 Lakh,"35,811 km",Petrol,Hyderabad,2020
Mercedes-Benz CLA 200 CDI Sport,₹ 26.75 Lakh,"7,000 km",Diesel,Kolkata,2018
Honda City SV Diesel,₹ 7.9 Lakh,"60,000 km",Diesel,Ahmedabad,2018
Skoda Rapid 1.6 MPI Ambition Plus AT,₹ 6.95 Lakh,"67,269 km",Petrol,Mumbai,2017
Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 6.4 Lakh,"40,664 km",CNG,Mumbai,2021
Toyota Fortuner 3.0 MT,₹ 10.75 Lakh,"1,13,000 km",Diesel,Mumbai,2011
Maruti Suzuki Alto 800 Vxi,₹ 3.41 Lakh,"20,786 km",Petrol,Chennai,2018
MG Hector Sharp Hybrid 1.5 Petrol [2019-2020],₹ 14.5 Lakh,"35,000 km",Hybrid,Delhi,2020
BMW 5 Series 520d M Sport,₹ 32.95 Lakh,"53,971 km",Diesel,Thane,2017
Toyota Fortuner 4X4 AT 2.8 Diesel,₹ 39.5 Lakh,"53,834 km",Diesel,Kolkata,2021
Tata Nexon XZ Plus (O),₹ 10.67 Lakh,"30,356 km",Petrol,Chennai,2020
Maruti Suzuki Ciaz Delta 1.5 Diesel,₹ 9.1 Lakh,"76,000 km",Diesel,Hyderabad,2019
Hyundai Santro Xing GLS,₹ 2.6 Lakh,"79,800 km",Petrol,Ambattur,2013
Maruti Suzuki Alto 800 Vxi Plus,₹ 4.02 Lakh,"4,958 km",Petrol,Delhi,2021
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 11.75 Lakh,"70,000 km",Petrol,Ahmedabad,2019
Hyundai Santro Magna [2018-2020],₹ 5.62 Lakh,"24,669 km",Petrol,Pune,2020
Land Rover Range Rover Evoque Dynamic SD4,₹ 22.5 Lakh,"89,000 km",Diesel,Ahmedabad,2014
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 3.85 Lakh,"42,228 km",Petrol,Delhi,2014
Hyundai Creta E Plus 1.6 Petrol,₹ 9.39 Lakh,"40,544 km",Petrol,Bangalore,2016
Maruti Suzuki Vitara Brezza ZXI Plus Dual Tone,₹ 11.25 Lakh,"19,608 km",Petrol,Bangalore,2020
Maruti Suzuki Celerio VXi AMT,₹ 3.95 Lakh,"41,058 km",Petrol,Delhi,2016
BMW 3 Series 320d Luxury Line,₹ 10.9 Lakh,"65,000 km",Diesel,Ahmedabad,2013
Maruti Suzuki Ciaz Sigma 1.4 MT,₹ 6.35 Lakh,"38,773 km",Petrol,Mumbai,2017
Mercedes-Benz E-Class E 220 d Avantgarde,₹ 44.37 Lakh,"49,700 km",Diesel,Ahmedabad,2018
Tata Nexon XZA Plus Petrol,₹ 8.66 Lakh,"31,585 km",Petrol,Pune,2018
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.6 Lakh,"86,866 km",Petrol,Kolkata,2015
Skoda Superb L&K TDI AT,₹ 19.95 Lakh,"56,341 km",Diesel,Mumbai,2017
Honda City V,₹ 6.69 Lakh,"53,206 km",Petrol,Bangalore,2015
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.75 Lakh,"18,000 km",Petrol,Ahmedabad,2017
Hyundai Elite i20 Asta 1.4 (O) CRDi,₹ 6.85 Lakh,"63,379 km",Diesel,Mumbai,2016
Honda City VX CVT,₹ 7.5 Lakh,"48,900 km",Petrol,Ahmedabad,2015
Hyundai Creta 1.6 S Petrol,₹ 8.56 Lakh,"41,951 km",Petrol,Delhi,2016
Tata Safari XZ Plus,₹ 19.45 Lakh,"22,889 km",Diesel,Kolkata,2021
Kia Seltos HTK 1.5 [2020-2021],₹ 11.43 Lakh,"19,970 km",Petrol,Pune,2019
Maruti Suzuki Alto 800 Vxi,₹ 3.5 Lakh,"44,706 km",Petrol,Hyderabad,2018
Honda City ZX VTEC,₹ 1.8 Lakh,"83,920 km",Petrol,Pune,2008
Audi A4 Technology 40 TFSI [2021-2022],₹ 39.5 Lakh,"45,760 km",Petrol,Ahmedabad,2021
Hyundai Verna SX Plus 1.6 CRDi AT,₹ 8.9 Lakh,"56,040 km",Diesel,Mumbai,2017
Maruti Suzuki S-Presso VXi Plus,₹ 4.76 Lakh,64 km,Petrol,Delhi,2021
Maruti Suzuki Dzire ZXi AMT,₹ 6.9 Lakh,"51,500 km",Petrol,Ahmedabad,2019
Honda City Anniversary Edition Petrol,₹ 11.3 Lakh,"36,040 km",Petrol,Pune,2018
Maruti Suzuki Alto K10 VXi,₹ 1.99 Lakh,"34,579 km",Petrol,Pune,2012
Hyundai Elite i20 Asta 1.2,₹ 4.61 Lakh,"40,875 km",Petrol,Kolkata,2015
Hyundai i20 Active 1.2 SX,₹ 6.73 Lakh,"31,622 km",Petrol,Hyderabad,2017
Ford EcoSport Titanium 1.5L TDCi,₹ 8.99 Lakh,"36,600 km",Diesel,Bangalore,2017
Audi A6 2.0 TDI Premium,₹ 13.5 Lakh,"29,000 km",Diesel,Kolkata,2013
Skoda Rapid Ambition 1.6 TDI CR MT,₹ 9.8 Lakh,"41,443 km",Diesel,Hyderabad,2019
Ford EcoSport Titanium 1.5L Ti-VCT AT,₹ 6.25 Lakh,"62,926 km",Petrol,Mumbai,2016
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.84 Lakh,"55,486 km",Petrol,Kolkata,2017
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,₹ 6.25 Lakh,"36,053 km",Petrol,Ahmedabad,2020
Honda Jazz V Petrol,₹ 7.7 Lakh,"17,922 km",Petrol,Pune,2019
Kia Seltos HTK Plus 1.5 [2019-2020],₹ 16.85 Lakh,"8,963 km",Petrol,Thane,2022
Honda City V,₹ 8.91 Lakh,"20,143 km",Petrol,Bangalore,2018
Maruti Suzuki Swift DZire VXI,₹ 4.75 Lakh,"66,000 km",Petrol,Thane,2013
Maruti Suzuki Estilo LXi,"₹ 99,991","29,012 km",Petrol,Kolkata,2008
Honda City V,₹ 8.35 Lakh,"40,547 km",Petrol,Mumbai,2018
Honda City VX,₹ 6.8 Lakh,"80,815 km",Petrol,Mumbai,2016
Maruti Suzuki Swift VXi,₹ 6.06 Lakh,"24,858 km",Petrol,Bangalore,2017
Isuzu MU-X 4x2,₹ 17.91 Lakh,"96,095 km",Diesel,Thane,2017
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.23 Lakh,"54,095 km",Petrol,Pune,2014
MINI Cooper Countryman Cooper S,₹ 20 Lakh,"69,446 km",Petrol,Hyderabad,2014
Maruti Suzuki Alto K10 VXi,₹ 2.1 Lakh,"1,27,000 km",Petrol,Kolkata,2012
Hyundai Creta SX 1.5 Petrol CVT [2020-2022],₹ 17 Lakh,"12,500 km",Petrol + 1,Poonamallee,2020
Maruti Suzuki Dzire ZXi Plus AMT,₹ 7.99 Lakh,"59,597 km",Petrol,Bangalore,2018
Maruti Suzuki Wagon R VXi 1.2,₹ 5.35 Lakh,"18,855 km",Petrol,Thane,2019
Maruti Suzuki Swift VXi AMT [2018-2019],₹ 7.45 Lakh,"41,528 km",Petrol,Bangalore,2018
Maruti Suzuki Swift LXi,₹ 5.51 Lakh,"35,166 km",Petrol,Hyderabad,2019
Fiat Abarth Punto T-Jet 1.4 Abarth,₹ 8.97 Lakh,"26,762 km",Petrol,Bangalore,2015
Audi Q5 2.0 TDI quattro Premium Plus,₹ 22.88 Lakh,"58,670 km",Diesel,Ahmedabad,2014
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 5.75 Lakh,"29,964 km",Petrol,Mumbai,2017
Land Rover Range Rover Evoque SE R-Dynamic Petrol,₹ 77 Lakh,"5,600 km",Petrol,Thane,2021
Maruti Suzuki Alto 800 Lxi,₹ 2.89 Lakh,"20,572 km",Petrol,Delhi,2017
Tata Tiago Revotron XT [2016-2019],₹ 4.53 Lakh,"44,296 km",Petrol,Chennai,2018
Mahindra KUV100 NXT K8 6 STR [2017-2020],₹ 7 Lakh,"12,000 km",Petrol,Hyderabad,2020
Maruti Suzuki Alto 800 Vxi,₹ 2.91 Lakh,"39,262 km",Petrol,Pune,2017
Hyundai Santro Xing GL,₹ 1.42 Lakh,"46,733 km",Petrol,Kolkata,2010
Volkswagen Polo Highline1.2L (P),₹ 6.99 Lakh,"39,200 km",Petrol,Bangalore,2016
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 9.64 Lakh,"67,981 km",Petrol,Pune,2016
Honda City ZX Petrol [2019-2019],₹ 12.49 Lakh,"66,729 km",Petrol,Bangalore,2020
Mercedes-Benz CLA 200 Petrol Sport,₹ 25.5 Lakh,"13,137 km",Petrol,Mumbai,2017
Volkswagen Polo Highline1.2L (P),₹ 3 Lakh,"47,000 km",Petrol,Kolkata,2013
Volvo XC90 D5 AWD,₹ 45 Lakh,"45,000 km",Diesel,Kolkata,2018
Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],₹ 12.99 Lakh,"36,770 km",Diesel,Bangalore,2019
Isuzu D-Max V-Cross 4x4,₹ 16.95 Lakh,"67,970 km",Diesel,Bangalore,2017
Honda City SV CVT,₹ 6.58 Lakh,"46,910 km",Petrol,Pune,2015
Honda Jazz S AT [2015-2016],₹ 6.85 Lakh,"34,231 km",Petrol,Bangalore,2015
Tata Safari XZA Plus 6S Adventure New,₹ 23.95 Lakh,"13,594 km",Diesel,Bangalore,2021
Hyundai Venue SX 1.5 CRDi,₹ 9.25 Lakh,"43,000 km",Diesel,Ahmedabad,2020
Honda City VX CVT,₹ 7.35 Lakh,"82,953 km",Petrol,Chennai,2016
Tata Safari Storme 2.2 VX 4x2,₹ 5.75 Lakh,"65,000 km",Diesel,Kolkata,2014
Audi A4 2.0 TDI (177bhp) Premium,₹ 14.9 Lakh,"86,830 km",Diesel,Hyderabad,2013
Hyundai Creta S 1.5 Diesel [2020-2022],₹ 16 Lakh,"72,305 km",Diesel,Hyderabad,2021
Honda City V Diesel,₹ 6.8 Lakh,"55,201 km",Diesel,Hyderabad,2015
Maruti Suzuki Ciaz ZXI+,₹ 7.31 Lakh,"37,799 km",Petrol,Thane,2017
Maruti Suzuki Wagon R 1.0 LXi,₹ 2.95 Lakh,"24,628 km",Petrol,Bangalore,2011
Honda WR-V SV MT Petrol,₹ 7.75 Lakh,"24,000 km",Petrol,Ahmedabad,2020
Maruti Suzuki S-Cross Alpha 1.3,₹ 11.5 Lakh,"34,514 km",Diesel,Hyderabad,2019
Mahindra XUV500 W10,₹ 10.5 Lakh,"89,000 km",Diesel,Thane,2016
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 19 Lakh,"1,08,810 km",Diesel,Ahmedabad,2018
Maruti Suzuki Wagon R 1.0 LXI ABS,₹ 5.56 Lakh,"3,810 km",Petrol,Delhi,2021
Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],₹ 15.4 Lakh,"43,922 km",Diesel,Thane,2019
Maruti Suzuki Celerio VXi (O) CNG,₹ 6.15 Lakh,"36,560 km",CNG,Thane,2020
Hyundai i10 Sportz 1.2 Kappa2,₹ 4.55 Lakh,"48,137 km",Petrol,Hyderabad,2014
Honda City V CVT Petrol [2017-2019],₹ 7.95 Lakh,"44,415 km",Petrol,Thane,2017
Jeep Compass Limited Plus Diesel [2018-2020],₹ 17.99 Lakh,"64,683 km",Diesel,Bangalore,2019
Honda Amaze 1.2 S AT i-VTEC,₹ 3.95 Lakh,"38,885 km",Petrol,Mumbai,2014
Maruti Suzuki Baleno Alpha 1.2,₹ 7.11 Lakh,"69,886 km",Petrol,Mumbai,2019
Toyota Land Cruiser LC 200 VX,₹ 70 Lakh,"1,52,000 km",Diesel,Pune,2011
Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,₹ 10.11 Lakh,"31,726 km",Petrol,Pune,2018
Maruti Suzuki S-Presso VXi Plus,₹ 4.4 Lakh,"75,258 km",Petrol,Hyderabad,2020
Honda City 1.5 V MT,₹ 3.25 Lakh,"77,000 km",Petrol,Noida,2010
Maruti Suzuki Swift VXi,₹ 4.11 Lakh,"34,551 km",Petrol,Delhi,2015
Hyundai Creta 1.6 SX Plus Special Edition,₹ 11.57 Lakh,"53,459 km",Diesel,Hyderabad,2017
Maruti Suzuki S-Cross Zeta AT,₹ 9.14 Lakh,"11,729 km",Petrol,Kolkata,2020
Hyundai i20 Sportz 1.5 MT Diesel,₹ 9.5 Lakh,"11,000 km",Diesel,Ahmedabad,2022
Maruti Suzuki Swift ZXi,₹ 4.1 Lakh,"75,000 km",Petrol,Noida,2014
Toyota Urban Cruiser High Grade AT,₹ 12.56 Lakh,"15,412 km",Petrol,Pune,2022
Honda City V CVT Petrol [2017-2019],₹ 7.93 Lakh,"70,233 km",Petrol,Delhi,2017
Honda Brio S MT,₹ 3.45 Lakh,"53,000 km",Petrol,Ahmedabad,2013
Skoda Rapid Ambition 1.6 MPI MT Plus,₹ 5.25 Lakh,"60,000 km",Petrol,Hyderabad,2014
Maruti Suzuki Swift VXi,₹ 5.57 Lakh,"54,489 km",Petrol,Chennai,2017
Chevrolet Tavera Neo 3 LS- 10 STR BS-IV,₹ 7.95 Lakh,"95,000 km",Diesel,Thane,2016
Toyota Corolla Altis VL AT Petrol,₹ 12.75 Lakh,"25,000 km",Petrol,Mumbai,2017
Nissan Kicks XV Premium Turbo 1.3,₹ 12.65 Lakh,"31,387 km",Petrol,Hyderabad,2020
Maruti Suzuki Celerio VXi CNG,₹ 6.1 Lakh,"23,225 km",CNG,Thane,2020
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.94 Lakh,"35,705 km",Petrol,Delhi,2017
Honda City VX Diesel,₹ 6.8 Lakh,"41,000 km",Diesel,Kolkata,2015
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 3.36 Lakh,"44,042 km",Petrol,Pune,2015
Audi Q7 45 TDI Premium Plus,₹ 52 Lakh,"48,000 km",Diesel,Pune,2017
Maruti Suzuki Alto 800 Lxi,₹ 2.99 Lakh,"72,171 km",Petrol,Bangalore,2014
Renault Triber RXZ [2019-2020],₹ 6.7 Lakh,"20,555 km",Petrol,Pune,2020
Maruti Suzuki Swift VXi [2014-2017],₹ 6.5 Lakh,"3,168 km",Petrol,Kolkata,2019
Tata Tiago Revotron XT [2016-2019],₹ 4.75 Lakh,"47,751 km",Petrol,Noida,2018
Maruti Suzuki Alto K10 LXi,₹ 2.01 Lakh,"52,151 km",Petrol,Delhi,2010
Hyundai Venue SX 1.4 CRDi,₹ 9.83 Lakh,"40,655 km",Diesel,Delhi,2019
Maruti Suzuki Swift VDi,₹ 4.27 Lakh,"82,914 km",Diesel,Kolkata,2017
Volkswagen Vento Highline Diesel,₹ 4.7 Lakh,"83,501 km",Diesel,Hyderabad,2013
Hyundai Elite i20 Asta 1.2,₹ 5.49 Lakh,"61,900 km",Petrol,Gurgaon,2015
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 10.93 Lakh,"37,630 km",Diesel,Kolkata,2018
Hyundai Verna SX 1.5 VTVT,₹ 11.79 Lakh,"63,994 km",Petrol,Bangalore,2020
Maruti Suzuki S-Cross Alpha 1.3,₹ 8.75 Lakh,"58,000 km",Diesel,Thane,2018
Honda City VX,₹ 9.5 Lakh,"25,000 km",Petrol,Pallikarnai,2017
Honda City V Petrol [2017-2019],₹ 7.45 Lakh,"33,246 km",Petrol,Mumbai,2017
Ford EcoSport Titanium 1.5L TDCi,₹ 8.25 Lakh,"42,071 km",Diesel,Bangalore,2016
Jaguar XE Prestige Diesel,₹ 32.99 Lakh,"29,999 km",Diesel,Bangalore,2017
Renault Kwid RXT [2015-2019],₹ 3.15 Lakh,"15,507 km",Petrol,Thane,2017
Maruti Suzuki Dzire ZDi AMT,₹ 7.64 Lakh,"15,805 km",Diesel,Bangalore,2018
Maruti Suzuki Celerio VXi AMT,₹ 3.85 Lakh,"63,931 km",Petrol,Noida,2014
Maruti Suzuki Wagon R 1.0 VXI ABS,₹ 5.5 Lakh,"31,295 km",Petrol,Hyderabad,2019
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 10.25 Lakh,"1,30,000 km",Diesel,Ahmedabad,2017
Maruti Suzuki S-Cross Zeta AT,₹ 11.56 Lakh,"9,400 km",Petrol,Ahmedabad,2021
Hyundai Creta SX Plus 1.6  Petrol,₹ 8.55 Lakh,"39,000 km",Petrol,Thane,2015
Maruti Suzuki Baleno Delta 1.2,₹ 5.82 Lakh,"24,749 km",Petrol,Kolkata,2018
Maruti Suzuki Vitara Brezza ZXi Plus AT SHVS,₹ 12.75 Lakh,"21,986 km",Petrol,Bangalore,2020
BMW 5 Series GT 535d,₹ 15 Lakh,"81,000 km",Diesel,Ahmedabad,2012
Volkswagen Vento Highline 1.0L TSI,₹ 12 Lakh,"37,230 km",Petrol,Hyderabad,2021
Hyundai Verna EX 1.6 VTVT [2017-2018],₹ 5.25 Lakh,"35,856 km",Petrol,Delhi,2014
Skoda Yeti Ambiente,₹ 6 Lakh,"1,37,849 km",Diesel,Hyderabad,2011
Renault Kwid 1.0 RXT Opt,₹ 4.52 Lakh,"19,927 km",Petrol,Bangalore,2019
Nissan Sunny XL,₹ 2.49 Lakh,"56,000 km",Petrol,Kolkata,2012
BMW 5 Series 520d M Sport,₹ 33 Lakh,"41,296 km",Diesel,Mumbai,2017
Honda Amaze 1.2 SX i-VTEC,₹ 4.45 Lakh,"63,882 km",Petrol,Mumbai,2016
Honda Brio V MT,₹ 3.51 Lakh,"39,276 km",Petrol,Mumbai,2014
Hyundai Creta S 1.5 Petrol [2020-2022],₹ 13.25 Lakh,"16,000 km",Petrol,Thane,2021
Maruti Suzuki Baleno Zeta 1.2,₹ 4.83 Lakh,"57,052 km",Petrol,Kolkata,2016
Maruti Suzuki Vitara Brezza ZDi Plus,₹ 10.22 Lakh,"50,802 km",Diesel,Pune,2019
Hyundai i20 Magna 1.2,₹ 3.75 Lakh,"45,195 km",Petrol,Mumbai,2014
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.2 Lakh,"86,955 km",CNG,Pune,2018
Kia Sonet GTX Plus 1.0 iMT [2020-2021],₹ 11.04 Lakh,"20,879 km",Petrol,Kolkata,2020
Hyundai Elite i20 Sportz 1.2 (O),₹ 5.95 Lakh,"5,000 km",Petrol,Thane,2016
Maruti Suzuki Wagon R 1.0 VXI,₹ 2.99 Lakh,"44,480 km",Petrol,Kolkata,2014
Hyundai Santro Sportz CNG [2018-2020],₹ 5.29 Lakh,"39,717 km",CNG,Pune,2018
Mahindra TUV300 T8,₹ 6.23 Lakh,"32,549 km",Diesel,Kolkata,2017
Skoda Laura Ambition 2.0 TDI CR AT,₹ 4.25 Lakh,"1,40,037 km",Diesel,Mumbai,2013
Mahindra Thar LX Hard Top Petrol AT,₹ 15.75 Lakh,"10,900 km",Petrol,Ahmedabad,2020
Audi Q3 35 TDI quattro Technology,₹ 14.9 Lakh,"90,000 km",Diesel,Ahmedabad,2015
Maruti Suzuki XL6 Alpha MT Petrol,₹ 9.9 Lakh,"38,598 km",Petrol,Thane,2020
Toyota Innova Crysta GX 2.4 7 STR,₹ 21.5 Lakh,"12,039 km",Diesel,Ahmedabad,2020
Tata Tigor EV XZ Plus,₹ 11.35 Lakh,"17,294 km",Electric,Thane,2021
Skoda Superb Elegance 1.8 TSI AT,₹ 8 Lakh,"1,35,000 km",Petrol + 1,Thiruvallur,2010
Maruti Suzuki Swift VXi [2014-2017],₹ 6.95 Lakh,"46,027 km",Petrol,Hyderabad,2019
Renault Duster RXL Petrol,₹ 4.8 Lakh,"46,525 km",Petrol,Pune,2014
Tata Harrier XZ [2019-2020],₹ 15.51 Lakh,"24,500 km",Diesel,Ahmedabad,2019
Honda City VX CVT,₹ 7.75 Lakh,"48,793 km",Petrol,Thane,2016
Hyundai i10 Sportz 1.2 Kappa2,₹ 3.25 Lakh,"85,500 km",Petrol,Thane,2014
Maruti Suzuki Swift VXi ABS,₹ 6.89 Lakh,"34,088 km",Petrol,Bangalore,2017
Maruti Suzuki Baleno Delta 1.2,₹ 7.19 Lakh,"19,921 km",Petrol,Pune,2019
Honda Brio V MT,₹ 2.39 Lakh,"75,000 km",Petrol,Ahmedabad,2012
Maruti Suzuki Alto K10 VXi,₹ 2.6 Lakh,"99,203 km",Petrol,Hyderabad,2012
Jeep Compass Limited 2.0 Diesel [2017-2020],₹ 13.5 Lakh,"57,000 km",Diesel,Ahmedabad,2019
Hyundai Grand i10 Magna 1.0 Kappa VTVT LPG [2014-2016],₹ 4.75 Lakh,"34,810 km",LPG,Bangalore,2015
